pop1,pop2,mean_pairwise_IBD_length,pop1_size,pop2_size,IBD_len_SE
Bulgarian,Roman-Iberia,2.914,9,28,0.206
Assyrian-MiddleEast,Karachay,1.324,11,11,0.201
Lebanese-Christian,Saudi,2.925,9,10,0.436
Russian-Northwest,Slovenian,11.755,9,15,0.482
Bulgarian,Turk-Northeast,2.019,9,9,0.281
Kumyk,Belarus-AJ,2.004,11,14,0.187
Saudi,Roman-Iberia,1.14,10,28,0.115
Albanian,Mozabite,1.519,9,21,0.144
French-North,Uyghur-North,1.042,9,11,0.167
Portuguese,Druze,1.205,10,30,0.118
Kurd,Ukraine-AJ,1.565,10,38,0.112
Latvian,Balkar,3.364,9,13,0.298
Orcadian,Pashtun,1.603,11,17,0.152
Lebanese-Muslim,Icelandic,1.435,11,12,0.168
Ingush,French-Northwest,2.085,9,10,0.279
Spanish-North,Mordvin,2.954,10,34,0.147
Karachay,Icelandic,2.347,11,12,0.223
Czech,Hazara,1.503,10,11,0.195
Karakalpak,Lithuania-AJ,1.238,10,27,0.119
Hazara,Lezgin,0.842,11,13,0.115
Punjabi,Italian-Northwest,0.69,9,11,0.139
Jordanian,Croat,1.23,11,14,0.155
Avar,Adygei,2.292,10,31,0.153
Turk-South,Yemenite-Highlands,1.214,10,29,0.109
French-Northeast,Poland-AJ,2.809,10,57,0.122
Turk-Northeast,Komi,1.326,9,18,0.151
Spanish-Valencia,Hungary-AJ,2.805,11,26,0.174
Chechen,Moroccan,0.756,9,10,0.189
Gagauz,BedouinB,0.968,9,12,0.151
Moroccan,Yemenite-Desert,1.792,10,27,0.154
Turk-Central,Yemenite-Desert,0.793,10,27,0.087
Romanian,Lithuania-AJ,2.956,10,27,0.172
Chechen,mixed-AJ,1.818,9,204,0.055
Moldavian,Russia-AJ,2.871,11,39,0.143
Bulgarian,Yemenite-Highlands,0.863,9,29,0.097
Bengali,Ukranian-Central,1.083,9,12,0.162
Uyghur-North,Uzbek-East,2.745,11,21,0.191
Assyrian-MiddleEast,Jordanian,1.292,11,11,0.189
Lebanese-Christian,Portuguese,0.824,9,10,0.163
Russian-Northwest,Slovakian,12.4,9,15,0.502
Bulgarian,Russian-Northwest,8.517,9,9,0.603
Kumyk,Sindhi,1.06,11,14,0.147
Saudi,Yemenite-Highlands,5.567,10,29,0.288
Albanian,Iranian-Central,1.34,9,22,0.147
Latvian,Kabardian,3.667,9,13,0.333
Portuguese,Adygei,1.735,10,31,0.128
French-North,Spanish-Valencia,2.91,9,11,0.292
Kurd,Russia-AJ,1.628,10,39,0.111
Orcadian,Chuvash,3.623,11,18,0.216
Lebanese-Muslim,Italian-North,1.392,11,12,0.171
Ingush,Czech,2.743,9,10,0.327
Karachay,Italian-North,1.778,11,12,0.208
Spanish-North,Ukraine-AJ,3.115,10,38,0.156
Karakalpak,Roman-Iberia,1.032,10,28,0.107
Czech,Kumyk,2.745,10,11,0.232
Hazara,Kazakh-East,4.368,11,13,0.291
Turk-South,Spanish-Balearic,1.827,10,29,0.128
Avar,Tajik,1.543,10,32,0.113
Jordanian,Sicilian-West,1.412,11,14,0.153
Punjabi,Ukranian-Central,0.817,9,12,0.155
Spanish-Valencia,Georgian,1.167,11,26,0.111
Turk-Northeast,Azeri,1.288,9,18,0.139
Chechen,Romanian,2.215,9,10,0.283
French-Northeast,Russian-Central,4.827,10,58,0.154
Gagauz,Jew-Uzbek,1.372,9,12,0.187
Turk-Central,Lithuania-AJ,1.508,10,27,0.131
Moroccan,Lithuania-AJ,2.351,10,27,0.159
Kurd,Avar,1.405,10,10,0.191
Romanian,Roman-Iberia,2.598,10,28,0.18
Bulgarian,Spanish-Balearic,3.036,9,29,0.18
Moldavian,Bashkir,3.487,11,56,0.132
Lebanese-Christian,Spanish-North,1.415,9,10,0.193
Bengali,Tabasaran,1.181,9,12,0.173
Assyrian-MiddleEast,Finn,1.503,11,11,0.211
Uyghur-North,Tatar-Siberia,2.929,11,21,0.203
Russian-Northwest,Corsican,3.078,9,16,0.238
Bulgarian,Latvian,8.613,9,9,0.481
Kumyk,Italian-South,1.971,11,15,0.181
Saudi,Spanish-Balearic,1.525,10,29,0.124
Albanian,Romania-AJ,3.033,9,23,0.219
Portuguese,Tajik,1.539,10,32,0.134
Latvian,Belarusian,20.807,9,14,0.749
Kurd,Bashkir,1.212,10,56,0.081
French-North,Moldavian,2.792,9,11,0.303
Ingush,Assyrian-MiddleEast,1.563,9,11,0.23
Orcadian,Ossetian,1.831,11,18,0.149
Karakalpak,Yemenite-Highlands,0.391,10,29,0.065
Lebanese-Muslim,Circassian,1.238,11,12,0.15
Spanish-North,Russia-AJ,2.542,10,39,0.146
Hazara,Kazakh-West,5.156,11,13,0.356
Avar,Palestinian,1.167,10,33,0.101
Karachay,Circassian,16.662,11,12,1.335
Turk-South,Druze,1.981,10,30,0.149
Czech,Orcadian,5.992,10,11,0.353
Jordanian,Udmurt,0.846,11,14,0.124
Punjabi,Tabasaran,0.823,9,12,0.141
Spanish-Valencia,Germany-AJ,2.735,11,26,0.167
Turk-Northeast,Armenian,1.897,9,18,0.176
Chechen,Saudi,1.277,9,10,0.245
Gagauz,Greek-North,4.895,9,13,0.393
Moroccan,Roman-Iberia,1.025,10,28,0.105
Turk-Central,Roman-Iberia,1.164,10,28,0.113
Romanian,Yemenite-Highlands,0.791,10,29,0.088
Kurd,Turk-South,2.891,10,10,0.47
Bulgarian,Druze,1.443,9,30,0.13
French-Northeast,mixed-AJ,2.712,10,204,0.064
Lebanese-Christian,French-Northeast,0.955,9,10,0.197
Moldavian,Spanish-Catalonia,2.982,11,57,0.123
Bengali,Veps,0.96,9,12,0.166
Assyrian-MiddleEast,Jew-Italian,1.738,11,11,0.204
Russian-Northwest,Greek-South,4.388,9,16,0.365
Kumyk,Tuscan,2.018,11,15,0.188
Uyghur-North,Spanish-Central,0.883,11,21,0.107
Bulgarian,Gagauz,5.455,9,9,0.429
Saudi,Druze,2.638,10,30,0.177
Latvian,Basque-France,4.066,9,14,0.295
Portuguese,Palestinian,1.361,10,33,0.126
Kurd,Spanish-Catalonia,1.474,10,57,0.085
Albanian,BedouinA,1.467,9,23,0.14
French-North,Jew-Azeri,1.37,9,11,0.183
Ingush,Lebanese-Muslim,1.247,9,11,0.231
Karakalpak,Spanish-Balearic,1.157,10,29,0.107
Orcadian,Turk-Northwest,2.201,11,18,0.197
Lebanese-Muslim,Iranian-North,0.817,11,12,0.147
Spanish-North,Bashkir,2.358,10,56,0.112
Hazara,Lithuanian,1.63,11,13,0.171
Turk-South,Adygei,1.787,10,31,0.141
Avar,Mordvin,2.406,10,34,0.141
Jordanian,Belarus-AJ,1.93,11,14,0.182
Czech,Uyghur-North,1.512,10,11,0.209
Karachay,Iranian-North,1.184,11,12,0.149
Punjabi,Veps,1.168,9,12,0.172
Turk-Northeast,Pole,1.626,9,19,0.162
Spanish-Valencia,Tatar-Volga,2.324,11,26,0.162
Chechen,Portuguese,2.152,9,10,0.248
Gagauz,German,5.367,9,13,0.37
Moroccan,Yemenite-Highlands,1.56,10,29,0.123
Turk-Central,Yemenite-Highlands,0.968,10,29,0.091
Bulgarian,Adygei,2.582,9,31,0.175
Kurd,Karakalpak,0.911,10,10,0.167
Romanian,Spanish-Balearic,3.018,10,29,0.173
French-Northwest,Czech,5.831,10,10,0.43
Lebanese-Christian,French-Northwest,1.391,9,10,0.209
Bengali,Norwegian,0.911,9,12,0.152
Kumyk,Slovenian,2.234,11,15,0.212
Uyghur-North,Hungarian,1.145,11,21,0.129
Moldavian,Poland-AJ,2.768,11,57,0.122
Assyrian-MiddleEast,Italian-Northwest,1.332,11,11,0.174
Bulgarian,Bengali,0.976,9,9,0.194
Saudi,Adygei,1.324,10,31,0.112
Russian-Northwest,Estonian,19.532,9,16,0.644
Kurd,Poland-AJ,1.638,10,57,0.095
Latvian,Croat,10.881,9,14,0.554
Portuguese,Mordvin,3.227,10,34,0.159
French-North,Karachay,2.111,9,11,0.251
Karakalpak,Druze,0.681,10,30,0.082
Albanian,Nogai,1.954,9,25,0.155
Ingush,Hazara,1.51,9,11,0.227
Orcadian,Egyptian,0.989,11,18,0.12
Hazara,Balkar,1.329,11,13,0.171
Turk-South,Tajik,1.395,10,32,0.113
Avar,Ukraine-AJ,1.936,10,38,0.114
Jordanian,Sindhi,0.867,11,14,0.125
Lebanese-Muslim,BedouinB,2.487,11,12,0.26
Turk-Northeast,Sardinian,1.494,9,20,0.157
Czech,Spanish-Valencia,3.124,10,11,0.29
Spanish-North,Spanish-Catalonia,6.6,10,57,0.199
Punjabi,Norwegian,0.829,9,12,0.129
Karachay,BedouinB,1.012,11,12,0.156
Spanish-Valencia,Yemenite-Desert,0.789,11,27,0.087
Gagauz,Somali,0.258,9,13,0.076
Chechen,Spanish-North,2.105,9,10,0.238
Moroccan,Spanish-Balearic,2.424,10,29,0.166
Turk-Central,Spanish-Balearic,1.18,10,29,0.114
Bulgarian,Tajik,1.905,9,32,0.134
Romanian,Druze,1.483,10,30,0.119
Kurd,Turk-Central,1.06,10,10,0.156
French-Northwest,Assyrian-MiddleEast,1.023,10,11,0.164
Lebanese-Christian,Czech,1.373,9,10,0.211
Bengali,Abkhasian,0.897,9,12,0.214
Kumyk,Slovakian,2.577,11,15,0.215
Bulgarian,French-North,2.988,9,9,0.295
Uyghur-North,Mozabite,0.308,11,21,0.066
Saudi,Tajik,0.882,10,32,0.098
Assyrian-MiddleEast,Ukranian-Central,1.423,11,12,0.191
Latvian,Sicilian-West,3.236,9,14,0.288
Moldavian,Russian-Central,7.575,11,58,0.192
Russian-Northwest,Russian-Arctic,15.465,9,17,0.595
Kurd,Russian-Central,1.531,10,58,0.084
Karakalpak,Adygei,1.5,10,31,0.117
French-North,Jordanian,0.955,9,11,0.154
Portuguese,Ukraine-AJ,2.564,10,38,0.146
Albanian,Kyrgyz-North,1.0,9,25,0.118
Ingush,Kumyk,8.068,9,11,0.546
Orcadian,Komi,4.644,11,18,0.254
Jordanian,Italian-South,1.333,11,15,0.154
Hazara,Kabardian,1.471,11,13,0.183
Turk-South,Palestinian,1.423,10,33,0.109
Lebanese-Muslim,Jew-Uzbek,1.197,11,12,0.174
Spanish-North,Poland-AJ,2.709,10,57,0.122
Avar,Russia-AJ,1.835,10,39,0.109
Turk-Northeast,Baloch,1.182,9,20,0.132
Czech,Moldavian,6.761,10,11,0.406
Spanish-Valencia,Lithuania-AJ,2.619,11,27,0.169
Gagauz,Czechia-AJ,2.535,9,13,0.241
Karachay,Jew-Uzbek,1.127,11,12,0.171
Punjabi,Abkhasian,0.525,9,12,0.126
Chechen,French-Northeast,1.9,9,10,0.227
Moroccan,Druze,1.583,10,30,0.131
Turk-Central,Druze,1.228,10,30,0.119
Romanian,Adygei,2.232,10,31,0.149
Bulgarian,Palestinian,1.419,9,33,0.118
Kurd,Moroccan,2.601,10,10,0.467
French-Northwest,Lebanese-Muslim,1.558,10,11,0.232
Lebanese-Christian,Assyrian-MiddleEast,1.501,9,11,0.249
Bengali,Icelandic,1.179,9,12,0.192
Kumyk,Corsican,1.788,11,16,0.17
Bulgarian,Ingush,2.303,9,9,0.299
Latvian,Udmurt,7.463,9,14,0.41
Uyghur-North,Iranian-Central,0.887,11,22,0.103
Saudi,Palestinian,3.891,10,33,0.208
Assyrian-MiddleEast,Tabasaran,1.53,11,12,0.184
Karakalpak,Tajik,1.364,10,32,0.11
Russian-Northwest,Karelian,17.433,9,17,0.623
French-North,Finn,5.499,9,11,0.375
Portuguese,Russia-AJ,2.241,10,39,0.127
Kurd,mixed-AJ,1.587,10,204,0.047
Albanian,Yemenite-Northwest,1.287,9,26,0.134
Ingush,Orcadian,2.038,9,11,0.236
Moldavian,mixed-AJ,2.988,11,204,0.064
Jordanian,Tuscan,1.498,11,15,0.164
Orcadian,Azeri,1.611,11,18,0.148
Hazara,Belarusian,1.839,11,14,0.192
Lebanese-Muslim,Greek-North,1.521,11,13,0.165
Turk-South,Mordvin,2.379,10,34,0.136
Avar,Bashkir,1.653,10,56,0.094
Turk-Northeast,Swede,1.731,9,20,0.154
Gagauz,Lezgin,1.786,9,13,0.235
Spanish-North,Russian-Central,3.703,10,58,0.138
Spanish-Valencia,Roman-Iberia,3.506,11,28,0.213
Karachay,Greek-North,1.812,11,13,0.219
Moroccan,Adygei,1.164,10,31,0.102
Czech,Jew-Azeri,1.716,10,11,0.235
Punjabi,Icelandic,1.385,9,12,0.156
Chechen,French-Northwest,2.298,9,10,0.295
Turk-Central,Adygei,1.851,10,31,0.16
Romanian,Tajik,1.687,10,32,0.123
Bulgarian,Mordvin,6.382,9,34,0.266
French-Northwest,Hazara,1.245,10,11,0.173
Kurd,Romanian,1.801,10,10,0.223
Lebanese-Christian,Lebanese-Muslim,1.7,9,11,0.248
Bengali,Italian-North,0.923,9,12,0.171
Kumyk,Greek-South,1.464,11,16,0.164
Bulgarian,Chechen,2.121,9,9,0.27
Latvian,Belarus-AJ,4.47,9,14,0.335
Saudi,Mordvin,1.451,10,34,0.121
Uyghur-North,Romania-AJ,0.881,11,23,0.106
Karakalpak,Palestinian,0.651,10,33,0.079
Assyrian-MiddleEast,Veps,1.497,11,12,0.172
Russian-Northwest,Gujarati,0.977,9,17,0.141
Albanian,Jew-Bulgarian,2.611,9,26,0.181
French-North,Jew-Italian,1.991,9,11,0.285
Portuguese,Bashkir,1.87,10,56,0.098
Avar,Turk-South,1.219,10,10,0.207
Ingush,Uyghur-North,1.58,9,11,0.195
Jordanian,Slovenian,1.176,11,15,0.151
Jew-Azeri,Karachay,1.699,11,11,0.252
Lebanese-Muslim,German,1.603,11,13,0.205
Orcadian,Armenian,1.328,11,18,0.126
Hazara,Basque-France,1.357,11,14,0.168
Turk-South,Ukraine-AJ,2.192,10,38,0.121
Avar,Spanish-Catalonia,1.948,10,57,0.101
Gagauz,Kazakh-East,1.269,9,13,0.177
Turk-Northeast,Brahui,0.911,9,21,0.118
Spanish-Valencia,Yemenite-Highlands,0.886,11,29,0.084
Karachay,German,2.784,11,13,0.254
Chechen,Czech,2.76,9,10,0.261
Moroccan,Tajik,0.763,10,32,0.089
Punjabi,Italian-North,0.771,9,12,0.122
Czech,Karachay,3.04,10,11,0.295
Turk-Central,Tajik,1.306,10,32,0.11
Spanish-North,mixed-AJ,2.709,10,204,0.064
Romanian,Palestinian,1.282,10,33,0.104
Kurd,Saudi,1.686,10,10,0.247
French-Northwest,Kumyk,2.185,10,11,0.223
Lebanese-Christian,Hazara,0.745,9,11,0.15
Bulgarian,Ukraine-AJ,3.351,9,38,0.178
Bengali,Circassian,0.722,9,12,0.133
Kumyk,Estonian,2.885,11,16,0.228
Bulgarian,Kurd,1.513,9,10,0.193
Latvian,Sindhi,1.634,9,14,0.178
Saudi,Ukraine-AJ,2.147,10,38,0.123
Russian-Northwest,Pashtun,1.924,9,17,0.187
Karakalpak,Mordvin,2.595,10,34,0.153
Uyghur-North,BedouinA,0.494,11,23,0.072
Assyrian-MiddleEast,Norwegian,1.27,11,12,0.158
Avar,Karakalpak,1.237,10,10,0.177
French-North,Italian-Northwest,3.559,9,11,0.333
Albanian,Hungary-AJ,2.948,9,26,0.191
Ingush,Spanish-Valencia,1.568,9,11,0.229
Portuguese,Spanish-Catalonia,4.051,10,57,0.144
Jordanian,Slovakian,1.647,11,15,0.163
Lebanese-Muslim,Somali,0.382,11,13,0.085
Jew-Azeri,Jordanian,1.339,11,11,0.182
Hazara,Croat,1.389,11,14,0.156
Gagauz,Kazakh-West,1.377,9,13,0.174
Turk-South,Russia-AJ,1.993,10,39,0.133
Turk-Northeast,Uzbek-East,1.015,9,21,0.123
Avar,Poland-AJ,1.729,10,57,0.093
Orcadian,Pole,5.627,11,19,0.266
Karachay,Somali,0.18,11,13,0.074
Moroccan,Palestinian,1.935,10,33,0.127
Spanish-Valencia,Spanish-Balearic,5.293,11,29,0.25
Chechen,Assyrian-MiddleEast,1.623,9,11,0.242
Punjabi,Circassian,0.644,9,12,0.12
Czech,Jordanian,1.713,10,11,0.182
Turk-Central,Palestinian,1.066,10,33,0.104
French-Northeast,French-Northwest,5.114,10,10,0.413
Romanian,Mordvin,7.259,10,34,0.257
Kurd,Portuguese,1.482,10,10,0.239
Lebanese-Christian,Kumyk,1.319,9,11,0.176
Bengali,Iranian-North,0.796,9,12,0.146
French-Northwest,Orcadian,7.354,10,11,0.475
Bulgarian,Russia-AJ,2.961,9,39,0.156
Kumyk,Russian-Arctic,2.965,11,17,0.209
Bulgarian,Avar,2.178,9,10,0.268
Latvian,Italian-South,3.687,9,15,0.295
Russian-Northwest,Chuvash,9.372,9,18,0.452
Karakalpak,Ukraine-AJ,1.322,10,38,0.098
Saudi,Russia-AJ,1.925,10,39,0.12
Avar,Turk-Central,1.252,10,10,0.198
Albanian,Georgian,1.563,9,26,0.145
French-North,Ukranian-Central,3.753,9,12,0.355
Jordanian,Corsican,1.112,11,16,0.137
Ingush,Moldavian,1.961,9,11,0.255
Lebanese-Muslim,Czechia-AJ,1.363,11,13,0.153
Uyghur-North,Nogai,2.92,11,25,0.18
Assyrian-MiddleEast,Abkhasian,1.424,11,12,0.175
Portuguese,Poland-AJ,2.584,10,57,0.13
Gagauz,Lithuanian,8.205,9,13,0.523
Jew-Azeri,Finn,1.457,11,11,0.179
Hazara,Sicilian-West,0.816,11,14,0.123
Turk-Northeast,Tatar-Siberia,0.901,9,21,0.116
Turk-South,Bashkir,1.468,10,56,0.092
Orcadian,Sardinian,2.369,11,20,0.166
Karachay,Czechia-AJ,1.695,11,13,0.183
Chechen,Lebanese-Muslim,1.251,9,11,0.215
Avar,Russian-Central,2.498,10,58,0.112
Punjabi,Iranian-North,0.968,9,12,0.161
Moroccan,Mordvin,1.331,10,34,0.123
Spanish-Valencia,Druze,1.272,11,30,0.1
Czech,Finn,9.242,10,11,0.513
Turk-Central,Mordvin,1.817,10,34,0.123
French-Northeast,Czech,5.066,10,10,0.38
Kurd,Spanish-North,1.846,10,10,0.228
Romanian,Ukraine-AJ,3.348,10,38,0.17
Lebanese-Christian,Orcadian,1.237,9,11,0.203
Bulgarian,Turk-South,2.03,9,10,0.254
Bengali,BedouinB,0.275,9,12,0.085
Kumyk,Karelian,2.5,11,17,0.189
Bulgarian,Bashkir,3.301,9,56,0.13
French-Northwest,Uyghur-North,1.225,10,11,0.161
Latvian,Tuscan,3.723,9,15,0.291
Russian-Northwest,Ossetian,2.041,9,18,0.185
Saudi,Bashkir,0.982,10,56,0.076
Karakalpak,Russia-AJ,1.18,10,39,0.091
Avar,Moroccan,0.751,10,10,0.161
Albanian,Germany-AJ,2.492,9,26,0.173
Lebanese-Muslim,Lezgin,1.055,11,13,0.139
Jordanian,Greek-South,1.235,11,16,0.142
Ingush,Jew-Azeri,2.397,9,11,0.327
French-North,Tabasaran,2.161,9,12,0.23
Assyrian-MiddleEast,Icelandic,1.637,11,12,0.189
Gagauz,Balkar,1.782,9,13,0.22
Uyghur-North,Kyrgyz-North,4.162,11,25,0.25
Turk-Northeast,Spanish-Central,1.6,9,21,0.162
Hazara,Udmurt,2.359,11,14,0.218
Portuguese,Russian-Central,3.685,10,58,0.138
Jew-Azeri,Jew-Italian,2.015,11,11,0.199
Turk-South,Spanish-Catalonia,1.847,10,57,0.098
Karachay,Lezgin,2.305,11,13,0.215
Orcadian,Baloch,1.35,11,20,0.128
Spanish-Valencia,Adygei,1.644,11,31,0.115
Chechen,Hazara,1.233,9,11,0.186
Punjabi,BedouinB,0.205,9,12,0.067
Moroccan,Ukraine-AJ,2.105,10,38,0.127
Avar,mixed-AJ,1.746,10,204,0.048
Czech,Jew-Italian,3.421,10,11,0.339
Turk-Central,Ukraine-AJ,1.495,10,38,0.116
French-Northeast,Assyrian-MiddleEast,1.076,10,11,0.165
Romanian,Russia-AJ,2.777,10,39,0.163
Lebanese-Christian,Uyghur-North,0.69,9,11,0.15
Kurd,French-Northeast,1.323,10,10,0.191
Bengali,Jew-Uzbek,0.66,9,12,0.135
Bulgarian,Karakalpak,1.517,9,10,0.226
Bulgarian,Spanish-Catalonia,3.466,9,57,0.141
Kumyk,Gujarati,0.694,11,17,0.104
French-Northwest,Spanish-Valencia,3.928,10,11,0.338
Latvian,Slovenian,10.952,9,15,0.477
Russian-Northwest,Turk-Northwest,3.644,9,18,0.239
Albanian,Tatar-Volga,3.377,9,26,0.196
Saudi,Spanish-Catalonia,1.561,10,57,0.09
Avar,Romanian,2.21,10,10,0.231
Karakalpak,Bashkir,3.958,10,56,0.151
Lebanese-Muslim,Kazakh-East,0.367,11,13,0.091
Ingush,Karachay,7.157,9,11,0.555
Jordanian,Estonian,1.301,11,16,0.142
French-North,Veps,5.029,9,12,0.366
Gagauz,Kabardian,2.268,9,13,0.251
Assyrian-MiddleEast,Italian-North,1.601,11,12,0.202
Uyghur-North,Yemenite-Northwest,0.441,11,26,0.068
Turk-Northeast,Hungarian,2.137,9,21,0.178
Hazara,Belarus-AJ,1.299,11,14,0.165
Jew-Azeri,Italian-Northwest,1.658,11,11,0.204
Turk-South,Poland-AJ,1.932,10,57,0.104
Karachay,Kazakh-East,1.494,11,13,0.189
Punjabi,Jew-Uzbek,0.574,9,12,0.124
Spanish-Valencia,Tajik,1.478,11,32,0.114
Orcadian,Swede,7.949,11,20,0.336
Turk-South,Karakalpak,0.972,10,10,0.186
Moroccan,Russia-AJ,1.886,10,39,0.117
Portuguese,mixed-AJ,2.581,10,204,0.061
Chechen,Kumyk,12.289,9,11,0.782
Turk-Central,Russia-AJ,1.518,10,39,0.108
French-Northeast,Lebanese-Muslim,1.143,10,11,0.17
Czech,Italian-Northwest,3.589,10,11,0.284
Bengali,Greek-North,0.631,9,13,0.112
Kurd,French-Northwest,1.626,10,10,0.224
Lebanese-Christian,Spanish-Valencia,1.332,9,11,0.174
Romanian,Bashkir,3.734,10,56,0.151
Bulgarian,Turk-Central,2.069,9,10,0.312
Bulgarian,Poland-AJ,3.13,9,57,0.138
Kumyk,Pashtun,1.101,11,17,0.143
Russian-Northwest,Egyptian,1.03,9,18,0.148
Latvian,Slovakian,14.811,9,15,0.569
French-Northwest,Moldavian,3.514,10,11,0.309
Albanian,Yemenite-Desert,1.101,9,27,0.108
Saudi,Poland-AJ,1.861,10,57,0.094
Lebanese-Muslim,Kazakh-West,0.473,11,13,0.099
Avar,Saudi,1.447,10,10,0.226
Karakalpak,Spanish-Catalonia,1.274,10,57,0.08
Ingush,Jordanian,1.533,9,11,0.225
Jordanian,Russian-Arctic,1.072,11,17,0.129
Gagauz,Belarusian,8.618,9,14,0.493
French-North,Norwegian,5.653,9,12,0.416
Assyrian-MiddleEast,Circassian,1.409,11,12,0.185
Uyghur-North,Jew-Bulgarian,0.74,11,26,0.079
Turk-Northeast,Mozabite,0.624,9,21,0.086
Hazara,Sindhi,1.185,11,14,0.144
Karachay,Kazakh-West,1.548,11,13,0.17
Turk-South,Russian-Central,2.127,10,58,0.108
Punjabi,Greek-North,0.668,9,13,0.124
Jew-Azeri,Ukranian-Central,1.748,11,12,0.182
Moroccan,Bashkir,0.758,10,56,0.064
Turk-South,Turk-Central,1.559,10,10,0.209
Spanish-Valencia,Palestinian,1.297,11,33,0.103
Chechen,Orcadian,2.831,9,11,0.341
Orcadian,Brahui,1.639,11,21,0.144
Spanish-North,French-Northeast,3.907,10,10,0.311
Turk-Central,Bashkir,1.316,10,56,0.088
French-Northeast,Hazara,1.286,10,11,0.176
Bengali,German,0.675,9,13,0.129
Romanian,Spanish-Catalonia,3.38,10,57,0.124
Lebanese-Christian,Moldavian,1.349,9,11,0.187
Kurd,Czech,1.415,10,10,0.185
Czech,Ukranian-Central,11.716,10,12,0.497
Bulgarian,Moroccan,1.531,9,10,0.219
Kumyk,Chuvash,2.345,11,18,0.196
Bulgarian,Russian-Central,7.507,9,58,0.205
Russian-Northwest,Komi,11.543,9,18,0.447
Latvian,Corsican,4.164,9,16,0.292
French-Northwest,Jew-Azeri,1.6,10,11,0.203
Karakalpak,Poland-AJ,1.233,10,57,0.081
Saudi,Russian-Central,1.148,10,58,0.075
Lebanese-Muslim,Lithuanian,1.361,11,13,0.169
Albanian,Lithuania-AJ,2.755,9,27,0.174
Avar,Portuguese,2.098,10,10,0.256
Ingush,Finn,2.405,9,11,0.232
Jordanian,Karelian,1.176,11,17,0.143
Gagauz,Basque-France,2.624,9,14,0.244
French-North,Abkhasian,1.505,9,12,0.212
Uyghur-North,Hungary-AJ,1.032,11,26,0.094
Assyrian-MiddleEast,Iranian-North,1.289,11,12,0.163
Karachay,Lithuanian,3.253,11,13,0.27
Turk-Northeast,Iranian-Central,1.104,9,22,0.12
Hazara,Italian-South,1.104,11,15,0.142
Punjabi,German,0.878,9,13,0.14
Moroccan,Spanish-Catalonia,2.045,10,57,0.115
Turk-South,Moroccan,1.359,10,10,0.181
Jew-Azeri,Tabasaran,1.469,11,12,0.183
Turk-South,mixed-AJ,2.023,10,204,0.055
Chechen,Uyghur-North,1.534,9,11,0.214
Spanish-North,French-Northwest,4.756,10,10,0.378
Spanish-Valencia,Mordvin,3.352,11,34,0.156
Orcadian,Uzbek-East,2.024,11,21,0.156
Bengali,Somali,0.088,9,13,0.045
Turk-Central,Spanish-Catalonia,1.336,10,57,0.086
French-Northeast,Kumyk,1.945,10,11,0.196
Romanian,Poland-AJ,2.974,10,57,0.124
Lebanese-Christian,Jew-Azeri,1.263,9,11,0.188
Bulgarian,Romanian,6.494,9,10,0.423
Kurd,Assyrian-MiddleEast,1.602,10,11,0.225
Czech,Tabasaran,2.505,10,12,0.23
Kumyk,Ossetian,4.446,11,18,0.288
Russian-Northwest,Azeri,1.877,9,18,0.162
Latvian,Greek-South,4.921,9,16,0.33
French-Northwest,Karachay,2.708,10,11,0.318
Lebanese-Muslim,Balkar,0.986,11,13,0.153
Albanian,Roman-Iberia,2.645,9,28,0.188
Karakalpak,Russian-Central,2.567,10,58,0.109
Avar,Spanish-North,1.766,10,10,0.235
Bulgarian,mixed-AJ,2.868,9,204,0.066
Gagauz,Croat,6.534,9,14,0.388
Saudi,mixed-AJ,1.994,10,204,0.052
Ingush,Jew-Italian,1.585,9,11,0.218
Jordanian,Gujarati,0.365,11,17,0.07
Uyghur-North,Georgian,0.905,11,26,0.096
French-North,Icelandic,6.092,9,12,0.403
Punjabi,Somali,0.132,9,13,0.049
Assyrian-MiddleEast,BedouinB,1.156,11,12,0.169
Turk-Northeast,Romania-AJ,1.897,9,23,0.149
Hazara,Tuscan,1.058,11,15,0.143
Karachay,Balkar,25.907,11,13,1.424
Turk-South,Romanian,2.338,10,10,0.288
Moroccan,Poland-AJ,2.152,10,57,0.108
Karakalpak,Turk-Central,0.898,10,10,0.146
Chechen,Spanish-Valencia,2.037,9,11,0.229
Jew-Azeri,Veps,1.192,11,12,0.152
Spanish-North,Czech,4.36,10,10,0.368
Bengali,Czechia-AJ,0.587,9,13,0.127
Orcadian,Tatar-Siberia,2.319,11,21,0.18
Spanish-Valencia,Ukraine-AJ,2.708,11,38,0.133
Turk-Central,Poland-AJ,1.627,10,57,0.09
French-Northeast,Orcadian,5.57,10,11,0.418
Bulgarian,Saudi,1.83,9,10,0.244
Lebanese-Christian,Karachay,1.213,9,11,0.188
Kurd,Lebanese-Muslim,1.43,10,11,0.192
Kumyk,Turk-Northwest,1.843,11,18,0.154
Czech,Veps,9.378,10,12,0.529
Russian-Northwest,Armenian,1.656,9,18,0.187
Romanian,Russian-Central,7.811,10,58,0.211
French-Northwest,Jordanian,1.227,10,11,0.17
Lebanese-Muslim,Kabardian,1.14,11,13,0.139
Albanian,Yemenite-Highlands,1.031,9,29,0.105
Gagauz,Sicilian-West,2.193,9,14,0.222
Latvian,Estonian,25.377,9,16,0.796
Avar,French-Northeast,1.832,10,10,0.214
